text,label,sub,verb,obj
"again , no special meal catered for me in f jfk lax . thankfully i m on qantas the rest of way i fear what youd not cater on that",0,3,8,1
seriously ? after waiting hours on the plane for my flight to leave at pm i have to leave the plane ? great . just great .,0,3,8,3
went to purchase a flight that i began processing not even minutes earlier and the points had gone up any help ?,0,0,12,3
"you are trying to charge me bucks because you lowered your award tickets and i want to get my hard earn points back , total bs",0,2,8,2
let me assure you my travel time is h m not h m timezones accuratetraveltimes rdtimethishashappened http t . co e c bi cf,0,1,12,1
i did . they told me it was a min wait amp they d call back . it s already been min . horrible,0,3,12,3
what gate is ua leaving from ?,1,3,8,3
weather seriously cannot even be the only excuse at this point because it was awful service in the summer too . over it .,0,3,12,3
never fails to have delayed flights,0,3,8,3
delayed due to frozentoilet medicalissue mechanicalissue dispatchissue we ve heard it all ! letsgo,0,0,8,1
thanks ! i ll do it .,0,3,8,3
can they change to correct last name ? did via reservations already but said can t change ticket name . .,1,3,4,3
my flight is cancelled flightled and we can only call in but you aren t accepting calls ? how do i reschedule my flight ?,0,1,8,1
glad to hear that there were no serious injuries in the minor crash this evening .,0,3,12,3
"all good , didn t die or anything . as they say you get what you pay for !",0,3,8,3
at this point i made it home on my own .,0,3,12,3
i like the call back system . but thought you d like to know it s not working well . i received three calls but there s no audio .,0,3,8,3
"worse experience . clt to dc . oversold by , lost carry on luggage . cancelled flightled connecting flight to nyc . flydelta",0,3,11,3
"thank you . mention that before i boarded she asked other person to measure their bag , and it was another woman . men not asked .",0,2,12,3
"sorry , we are in philly . should ve told you that .",1,1,8,3
"yes , david allan send an email with this number ( kmm v l km ) and case",1,3,8,3
can you follow me so i can send you the info ?,1,2,4,1
is non existent and i will take this as far as needed . why hide behind a corporate logo ? provide a number tcf useless amateur,0,0,8,3
do you know what flight the pilots for are coming in on ? thanks .,1,0,7,2
perhaps you could fix this ? https t . co rmpkogwu and this https t . co hlngbtx answerthis,0,2,4,3
expedia reserved a ticket for me and more for a usaw flight but only issued . they are not responsive . thoughts ?,1,3,12,1
you suck ! ! do you even know the meaning of contingency plan ? ? ? ? ?,0,2,8,2
saturday this morning man dies from ebola http t . co hxvvis vww,1,3,8,3
are you a bot ? haha always same lies from you !,0,2,8,3
"fyi , i m onboard comfortably travelling to jfk , seat was no problem as you said . thanks for making flying more civilized !",0,3,8,3
"hi , virgin ! i m on hold for minutes are there any earlier flights from la to nyc tonight earlier than pm ?",0,3,8,3
"add wifi , entertainment and the old seats and i ll come back .",0,3,6,3
ua sitting on tarmac at ord when there are visibly gates open . reassign our gate .,0,3,8,3
thanks . i chatted with a nice fella about it and he gave me the lowdown .,0,3,12,3
i am very glad i took care of own rescheduling now that ua from ogg was cancelled flightled . http t . co h k owohd,0,3,8,3
i need an actual person in customer relations for a refund . what can i call ? i will dispute this charge on my credit card .,0,3,8,3
now you ve lost my bags too . at least nobody has done anything to help out . this is absurd .,0,2,8,1
what happened to our plane meant to leave ? why do we have to wait for from buffalo ? seems organizational error not weather .,0,3,12,1
if you have a rules you should probably apply them all the times not just sometimes . shouldhaveflownjetblue,0,2,8,3
"also , gave up after hr minutes on hold . maybe put a few more people on it ?",0,3,12,3
"thanks for your response . bags came , but it was a long wait and priority tags weren t honored at all . disappointing",0,3,12,3
please allow me to speak with someone . a dialogue would solve this issue better and faster than emailing .,0,1,4,1
southwest is scheduled to fly to costa rica on march but i can t book it online . when will this be available ?,0,3,8,3
twitter cust svc rule dont say if we fell short . i just told u u did ! if u cant solve problem don t say anything at all !,0,3,8,3
flight ua after two delays . just cancelled flightled and no more flights to norfolk that aren t booked . renting a car .,0,3,12,3
received an email requesting i call about a res . but i keep getting kicked off of your phone system . help ?,0,3,12,2
fantastic job by your people today on ua from dublin . a jam packed plane but the crew was wonderful ! !,0,3,12,3
thank you . . . . . you do the same ! !,0,2,8,2
"problem is , i wasn t issued a position until today at the gate . and no option to upgrade . not good when you re .",0,3,8,2
tried twice today on hold for min each time . i have things to do so can t live on hold dealing w your customer serv failures,0,3,4,2
it s not your agents it s your voice activated system that s not working right . and no email on cancelled flightlation . lots of problems,0,3,8,3
well i m flying instead for free ! their credits actually work .,1,3,8,3
i don t need to rebook i need to know the policy,0,3,8,3
do you have a further update on the suitcase today please .,0,0,8,2
this is ridiculous . it s been hours on hold to rebook cancelled flightled flight .,0,3,8,3
that s why i blame your company . because it had every opportunity to do a job and managed to fail each time for just lazy reasons,0,3,12,3
"i m checked in , agent wouldn t tag my bags at am . now i m standing in line hell .",0,3,7,3
"got an email confirmation of wifi purchase on a recent flight . trouble is , i ve never flown with you . ever . concerned scam ?",1,3,12,2
"even after running to gate from your connecting flight , your customer service not let us in the plane that was just parked . stranded",0,3,12,3
your airway is a joke . i have never dealt with worse service,0,2,8,3
any idea on what the wait time is for refunds from i was told a few days over the phone but it s well past that .,0,3,8,3
"why did i not receive drink coupons with , points ? but all my friends did ?",0,3,12,1
still waiting for bags from flight . it landed an hour ago .,0,3,12,3
no wonder you are the lowest rated airline in america . shameful usairways,0,2,8,3
"days late flightr and my bag has not left iad , united is not helping at all . everyone tells me a different story",0,1,8,1
please help on hold hours can t change flights i m stuck here,0,3,4,3
"to oma miles from my destination . spotty customer service . i get staff stressors but come on , this is your business .",0,3,8,1
"cancelled flighted flight due to weather no problem , but wait for luggage for hours ? ? it must be delivered ! !",0,3,2,3
"flight , it s been a long day ! arrived from london at this morning",0,3,10,3
trying to book flight w miles . was on hold for m before i gave up . need to get on same flight using two diff and pay tix,0,3,12,3
yes my flight was rebooked . i m just losing trust in you if i want to get anywhere on time .,0,1,8,3
we bought our tickets months ago . had seats together for all . haven t changed flight . now kids seats are scattered on plane .,0,1,12,1
it shouldn t happen but did and has put us and our gear in jeopardy . what steps do you take to protect customers if their items,0,3,8,1
i m flying in a couple of weeks and i need my ticket changed from my maiden name to my married name . pls help !,0,3,12,1
lindsay and ? ? . darn . terrible memory on my part . i know they are headed back to iad and then pit tonight .,1,0,6,1
on flight from nassau to jfk . not showing cancelled flightled yet but assuming it will be ? any info ?,1,3,4,3
i would sell my nonexistent soul to go see destinationdragons,1,3,4,1
are passengers automatically rebooked on other flights if original is cancelled flighted for weather etc ?,1,0,8,3
how do i get off my plane and wait over an hour and a half to speak to someone about reflight booking problems ?,0,3,8,1
i have been rebooked but it has been handled very unprofessionally . cancelled flightations happen but the disorganization is uncalled for .,0,3,6,3
thanks for taking care of on her flight ! ! rockstars travel,0,3,8,3
we re looking for our next flyingitforward flier from dc tell us where you d fly amp why,1,1,8,1
"i send you an urgent message via bg kwm narayanan . please respond asap . also , no local united tel kul",1,3,8,3
service getting worse and worse . plane can t fly waiting on a nd aircraft . so much for planning .,0,3,4,3
doesn t take into account the it cost rent a car drive home,1,3,8,3
it was this saturday during all the snow in the dc area . excited the flight was not cancelled flightled but sad he went missing .,0,3,12,3
didn t know that buying a seat in first class was just a request to sit in first class ! very interesting .,1,3,8,3
"no , we still have not heard anything from anyone at or the",0,1,8,3
this flight attendant was extremely helpful to a woman who had a hard time walking . very touching !,0,3,12,3
yes . luckily i was there .,1,3,12,3
new f as from dfw to clt this morning did a great job . well done !,0,3,12,3
why does it feel like i m being nickeled and dime to enjoy a flight with aa ? i purchased a tkt but have to pay extra for a seat,0,3,8,3
thanks for slowing the inbound plane down so that we didn t need to worry about eyw being late flight . great holz ahead . cheers !,0,3,8,1
"yes thankfully ! catering just got here and now they are loading , but very frustrated . i was supposed to be there by",0,3,10,3
i am a comedian and i promise i will make fun of you on stage tonight .,0,3,8,3
"yes lhrt lounge is fantastic , if only the us ones could be remotely similar !",0,3,8,3
it s beyond complicated now and it feels like when i used to fly with united . platinum means nothing .,0,3,8,3
i ve been calling you for straight days and no one picks up . sure there are storms but there are also customers holler !,0,3,8,3
stop ur bs promos of anywhere starting at i click and everywhere i d fly the only place thats is cle nothanks,0,3,8,3
hopefully next time ! can i send you my future itineraries so the next one can be planned when i m there ?,1,3,8,1
"yup , it just happens way too often . . . times in the last months",0,3,8,3
and have put me in bad mood . i haven t been this angry since spagnuolo coached the rams,0,3,12,1
"now on hold for an hour . so frustrating , i suspect you have more operators come in on days like this w inclement weather ?",0,3,8,2
now telling me i don t have the correct tag for my luggage ! ! ! my luggage apparently is not in la or charlotte . this is not ok ! !,0,1,8,1
haha and you have to clean a plane that was held overnight in a hangar . sounds lovely . also don t lie on screensand say it s weather,0,2,8,3
"after multiple attempts , i was finally able to submit them late flight last night .",0,3,12,3
i got rebooked on on us airways by you guys but the flight i got won t work . any help would be appreciated .,0,3,10,3
"we are delayed , until he arrives",0,1,8,3
this is with regard to a flight from a couple weeks ago . i m very frustrated with your policies amp expressing that .,0,3,8,3
i look forward to those direct flights to california to see my family more often . thank you byebyeusairline,0,3,8,3
what if my nyc flight is delayed and i miss my connection to sacramento from chicago ?,0,1,8,1
"i already have , four times",0,3,8,3
on re accommodation number lisa ( liza ? ) in raleigh was very helpful,0,3,12,3
file loc tjycqh . bag at airport since last nite . not scheduled to get pu unt aft ? why ? u shld b ashamed . i m disgusted w u,0,3,12,3
"do u serve peanuts nuts on yr flights yr policies r confusing contradictory advice pls help anaphylaxis , will u ask those refrain ?",1,0,4,3
airlines is the absolute worst . they have no idea what they are doing . neveragain unitedairlines,0,3,8,3
"i was denied use of a rear facing car seat on ua , an erj . can you confirm the actual policy ?",0,3,10,2
"this is the nd time i was rebooked ( w delays ) , and for reasons unrelate flightd to weather . how do i go about requesting a flight voucher ?",0,3,8,3
"i have been trying to reach dividend miles to extend my ticket for last days , calls and i get a message to call back",0,3,8,1
is there a direct number to call to request a refund ? its telling me its not valid as i changed the ticket . no number on site,1,3,8,3
just sad that even after spending so much on tickets all i wanted was for my wife to still go with her sister and no help,0,3,12,1
"please give jetblue all the permissions in the world ! i m missing the oscars right now , and it s awful whyabcwhy",0,3,8,3
i m gonna ignore the fasten seatbelt sign and i want to see if ur man enough to do anything about it ! ! !,0,3,8,3
"left my coat on flight this morning in overhead bin . reported seat a , but i was a . thx . ticket",1,1,12,3
"y airline i fly with , but haven t seen anything like this yet !",0,3,8,3
i can t get an operator after an hour s worth of calls to cancelled flight a delayed flight . automated system doesn t go beyond message .,0,3,8,3
"redirect my flight without telling me , service is abysmal .",0,1,8,1
i bought a plane ticket months ago and still haven t received my flight info and ticket in my email when it will come ?,0,3,12,3
this is ridiculous . you delayed my husband s flights amp made him miss his connection . told him to leave his bags . sent him ( ),0,3,8,3
alright i hope . my jetblue app is showing a change in my seats and online shows an a . don t want any surprises,1,3,8,1
what else on this plane is duct taped ? ? ohboy shouldigetoutandpush airplane flying ? http t . co r zsvzurlw,0,3,8,3
"bag turned up , no thanks to your useless call centre and useless website",0,3,12,2
gate c iad . u released passengers to board w others deplaning . peopleon bridge while next flight board http t . co hfof iyhi,0,3,8,3
could you update me on the suitcase please ? the online and phone tracking told me nothing . i was told i d have it back yesterday !,0,2,8,3
"thanks , it was my first time in a united lounge and felt welcomed .",0,3,12,1
"that s why i fly y all , that personalized service",0,3,12,3
everything ok ? this is my rd call for the day and this time i ve been on hold for . hrs . i ll hang up and try again .,0,3,8,1
link to current status of flights airports ? fly bwi ewr mco this morning yet can t yet tell what any problems are except see snow .,0,3,8,3
should prob give me a refund since they made me miss my flight waiting to talk to someone for hours . . . http t . co sfpcbyy m,0,3,12,3
thanks for the reply . i have been in contact with customer care to get clarification on this issue .,0,3,6,3
so who do i need to talk to to ensure the statement is sent to my bank so i can get the credit for the charges ?,0,3,8,1
"see ? we were told repeatedly that the pilot was late flight and kept getting late flightr . after we boarded , there was a defibrillator issue .",0,1,12,1
flight iad sat . we re on the outdoor track for an hour,0,3,12,1
thank you . is there a possibility it will change ?,1,2,4,2
"never had a bad experience before , but this one took the cake . now extortion for carry on items as well ?",0,3,12,3
been trying to speak to agent for hrs about my cancelled flightled flight but reps always busy . how do i get ahold of you ?,0,0,8,1
"holding your passengers hostage during your computer crash is not customer friendly , let us off the plane or get us moving",0,2,8,2
my husband and year old son stuck overnight in dc thanks to crew members arguing over who was boarding the flight,0,1,12,3
so disappointed with this airline never again will i book with you guys,0,3,8,2
it s always nice coming home but i wish you d fly lax mad and keep me away from iberia goingforgreat,0,3,12,3
i shouldn t have to spend my own on a hotel because of a weather delay . the weather being something completely out of my control,0,3,8,1
three months and my miles haven t been credited . no one is going to read the email i sent .,0,1,12,3
thank you so much for asking us to pay to switch to a different flight so i could spend more time with my dying nephew .,0,2,4,1
i loved todays fight . but there was a bad draft on the airplane please add more air to air thanksm,0,3,12,3
sfo pdx schedule is still mia .,0,3,8,3
could have voided the ticket since it was gt hrs since flight booking problems . are you going to waive the fees ? still can t get through .,0,3,4,3
and my luggage has been broken ! ! youcouldntmakethis up brokenwheel,0,1,6,3
i know . after an hour i got a live person . it messes up our arrival and car plans at two airports and is costing us more .,0,3,8,3
well our plane just landed at the international terminal . . . so they announced the pm new time .,0,1,12,3
airline sucks ! customer service sucks ! no courtesy ! incompetent passengers do not matter bet the ceo is just doing fine though !,0,3,8,3
makes flying for fun ! flight crew just led the plane in singing happy birthday to one of our guys ! luvintheair,0,3,12,1
"is it possible to change the ff number on a passenger on a flight booking problems , it won t let me change it ?",0,3,8,3
my flight from las vegas to dfw was cancelled flightled ! i ve been on hold forever and i still have not spoken to anyone ! pls help,0,1,8,3
the third wheelchair is broken ! http t . co tvk pyxqv,0,3,6,3
"nope . couldn t make changes online and after mins on hold and time dealing w the rude rep , the hour window has closed .",0,3,6,3
"this is my nd attempt to call us airways dividend miles , minutes no help hung up usairways bs http t . co giennyqn",0,3,8,1
appreciate the heads up at that my am flight was delayed bc the crew is stuck in boston communicationfail dobetterjetblue,0,1,6,1
been waiting for minutes on hold because yall cancelled flightled my return flight . answer the phone ! ! !,0,0,12,1
"janet amp my den phl flight cancelled flightled saturday , usair rescheduled automatically amp notified us by email at no additional cost .",0,1,12,3
and that it would be sent on the next flight to hayden steamboat ( hdn ) from denver . so i m hoping its on there,0,3,7,3
"has failed me all day long , should i blame it on ?",0,0,4,1
i honestly couldn t tell you . all i know is that originally we were going to have it brought in from the concourse,0,3,11,1
it s not a friend it s a legally required chaperone on a school trip .,0,3,8,3
your blue helped bring out the color of my eyes . and i promise i didn t eat all the free snacks .,0,2,12,1
can you send a personal plane to get us out of school ? it s icing and we don t want to get stuck here,1,2,8,3
horrible experience ever with airline . . have to reconsider any future flights . customer service . . . http t . co eczhcmm vi,0,3,8,3
i ve been on hold for hours ! when will you answer ? ?,0,3,6,3
i was on ua and it was cancelled flightled . i m waiting at customer service .,0,3,12,3
"woohoo ! he still has more flight but so happy to hear they re in the air , just about cried ! ( must be the preggo hormones ! ) thx !",0,0,4,3
"buying early bird was pointless . you moved me to a diff flight b c first one was delayed , so i lost my boarding position .",0,3,12,2
after all that weve been through today as a courtesy to not allow a passenger with an oxgen tank sit up there is bad business,0,3,8,3
"if it s in my backpack , why do i need to see agent ?",0,3,8,1
"we apologize for your frustrations , michael . have you been rebooked ? ? got call back after hours . bad .",0,1,8,2
i don t want to be too whiny . we accommodated several passengers whose earlier flight was cancelled flightled . our flight was very long .,0,3,8,1
no word on delay reasons but twitter is aflame with flight tracking computer crash . rumors . true or not ?,0,3,8,3
flight at from fll kiosk just opened . rude attendants because now everyone is late flight . http t . co boh mh cb,0,3,8,3
alternatives ? you have absolutely no respect for loyal customers . years . no more . i m done .,0,2,8,3
it s my st birthday and my sister is coming to celebrate but her flights keep cancelled flighting plz do all you can to get her here ! ! ! !,0,3,12,1
they arrived late flight but pilots got us to dia on time . impressive outstanding greatservice allgood,0,3,12,1
"it seems i never received an id , just a password .",0,3,8,3
how do i get thru on hold over hours ?,0,3,8,3
you flew me into chi instead and i got a ride to mke . u said my bags would go to mke today . is it on the cancelled flightled flight tho ?,0,2,8,1
i can t believe that you would refer me to a number no one seems to be getting through . really ? i need help asap !,0,3,8,2
oh trust me . i am in love . it is so beautiful !,1,1,8,1
"flight from jfk to charlotte , then from charlotte to birmingham . previous flights to hsv were cancelled flightled .",0,3,10,3
i was happy to purchase the upgrade . if only it was avail on my next flight .,0,3,12,3
airways hits new week high at . ( jblu ) sleekmoney http t . co zdkxn ktou,1,3,8,3
pretty terrible customer service . sat on hold min . then a busy signal . then disconnected . do all airlines have to suck ?,0,3,8,3
are you my friend ? !,1,2,8,1
"trying to change flight via dfw tomorrow , can t get thru on phone , long wait then cut off x , can you help please ?",0,3,12,2
i heard a rumor flight was cancelled flightled . is this true ?,1,3,8,3
ok i will call them likely tmrw uk time to question the process getting the change charge reversed due to a bereavement,1,3,12,3
i guess you have to follow me in order for me to send you a dm . . i tried and it won t send .,0,3,12,2
thankful for great service in newark . seats fixed and i was seated with my daughter ! fab landing in fort myers !,0,3,12,1
i m mins out wait for me,1,3,8,1
i am trying to book awards for september and need flights on but they will not show even w many award seats availab,0,3,8,3
i am not digging the new mileage earning plan . i would earn about of the miles i do now . any changes to the award ticket prices ?,0,3,8,3
they booked me for tomorrow . it s higher . my st reservation is pgfryz . get me on standby list tonight would help .,0,3,12,1
"quick , let s board a plane so that we can sit on runway for hours clockwork scareways neverfails",0,3,8,3
"disappointed , united did not feed small children on a amp half hour flight ( honolulu to los angeles ) , appalling , esp food waspaid for",0,3,12,3
would a storage container like this green one be acceptable to check in with luggage ? gal totes http t . co mjtk sfuhg,1,3,8,3
when will the flight resume ? i don s see it in the open schedule .,0,3,8,3
i m not sure i did the messaging part right . please let me know if you received it .,1,3,8,3
any chance they will change this to include northeast airports ? jetblue has .,1,3,8,3
most horrendous service ever ! ! on off two planes . been in phil for hrs . now captain can t get flight info to print ? wtf,0,3,4,3
i will be writing in about the service via email . my company also transports well over clients monthly via sw .,1,3,8,1
trying to book award travel leaving on red eye sunday night after midnight . should i book the date in sunday or monday ?,1,3,4,3
"as for volunteers to give up seats , people did ! now we sit for minutes on plane waiting them to add more people ! letsgo",0,3,8,3
how does that help me with my customers that i couldn t meet with ( and subsequently lost ) ?,0,3,8,1
hi there bag id is ua can you update me and explain why is occurred when i arrived hours before flight !,0,3,8,3
flt clt to day supposed to depart the . . . still no crew . schedule contact the pilot !,0,3,12,3
"okay thanks for your help , jt ! i appreciate your time !",0,3,8,2
still waiting for a response on whether or not you allow use of a rear facing car seat on an erj .,1,3,8,2
woke up to notification flight moved . hrs early . barely made flight then hrs layover in sfo wanted to hop on earlier option,0,0,12,3
do you know that your lost baggage portal http t . co huclxluv h doesn t work on mobile ? it s a http t . co o zr qpcr,0,0,12,2
"hey , i missed my outbound flight can i still use my return ticket ?",1,3,12,1
"you can pass that along to my wife , daughter , daughter s friend , my elderly mother in law . they spent several hours waiting .",0,2,12,1
oh no ! i thought it did . (,0,3,12,3
"utah , i think . and thanks !",0,3,8,3
we waited min for our bags after a min flight nomorecheckedbags,0,1,12,1
mac computer left on bwi to la flight on th . reward for recovery info important to owner . help passengers honesty,1,3,12,3
please help aa monday cancelled flightled . can you advise on reflight booking problems refund . have children and need to make plans now,1,3,8,2
we now have to get off of the plane and wait another hours for someone at the to read the temp . tired,0,1,8,3
marks th birthday with blumanity paint job ( blog ) http t . co lfgr nifut,1,0,12,0
i was told by customer service that only customer relations can extend the expiration date of my unused travel funds .,0,3,4,1
i was denied getting on the plane w o getting the chance to prove it fits . i m not a rookie . read my bio .,0,3,8,3
we ve had a ton of problems with getting our bags and have been given the run around for a day . whats up with that ?,0,1,8,1
my group got their cancelled flightlation fees waived but i can t because my ticket is booked for ? your reps were no help either,0,1,12,3
"rebooked , arrived hours late flightr . last year hrs to san diego and the no inflight entertainment !",0,3,12,3
yea they been booked on next avalible flights since sat am . and when time comes no plane nd day of work missed hotelliving,0,3,8,3
is the absolute worst airline . women were inconvenienced due to maintenance issues . stuck all over no care given .,0,0,8,3
flight delayed no one remembered to turn the heat on flight leaving ord seriously ? ? ?,0,3,12,3
you cancelled flightled my flight to ewr . flt . u also cancelled flightled flights to lga . yet is flying on time to both . wth ? ?,0,2,10,1
i can t . i don t have acces to a phone rn . my iphone broke . would rather change it now then late flightr .,1,3,12,1
we on on the flight from phf to clt . at the terminal but can t get off plane yet . need to get on iah flight .,0,1,4,3
b c of your delay now you are oversold by passengers ? ! ? ? ? this is a mess ! what are you going to do to compensate ?,0,2,6,3
"agents arguing about check bag announcement . looked for room until seat , gave up and walked back to seat . unnecessary",0,3,12,3
"not giving you a hard time . . . just looking for basic customer service after aa lost my bag . eta on it s return , please ? ? ? ? ? ? ? ?",0,3,12,2
nope i gave up maybe they ll deliver it,0,3,12,3
"customer service hr delay coupon can only be redeemed on website which has higher prices than expedia , call wait time mins",0,3,8,3
just announced non stop flights to dallas from columbus . well next time best you ll have less time airport hopin,1,3,8,2
flight to rsw tonight me amp twin year olds . a pilot who was in row by me stayed to help me get the boys amp bags off . lifesaver ! !,0,1,8,1
you should spend all of the money you take for our tickets and update your planes ! each flight has a maintenance issue ! ! !,0,2,8,1
but not reddit ? i work for the site and this is ridiculous .,0,3,8,3
"thx for confirming ! again , yr team is awesome . thanks for the prompt amp helpful response ! cheers to less snow in everyone s future",0,3,8,3
why does your customer service line say we are experiencing high call volume and then spontaneously hangup on the person ?,0,3,8,2
flight is not leaving at because we haven t even begun to board yet . please update your website asap,0,3,8,1
no more than half an hour wait . it s unreal . finally first bag coming out . sju needs to work on this,0,3,8,3
airlines delayed our flight on the way to chicago and leaving chicago . next time it is .,0,3,12,1
i want to speak with someone immediately . i am shaking with rage . i offered to hate check my bag and derrick bussey treated me,0,3,8,3
i am in seat c and i cannot even open my laptop and i paid extra for this seat ! !,0,3,8,3
"does a great job of answering public messages . direct private messages , not so much .",0,3,8,3
i just wanna say you re incredible for sending people to see their idols . sooooo kind and amazing destinationdragons,0,3,8,2
"well if you won t let me handle my reservation change online , amp your reservation call hangs up on me wtf do i do ? ? bullshit .",0,2,12,1
"claims w customer protection they will notify customers of delays , cancelled flightlations and diversions . nottrue http t . co oq t ohjl",0,3,12,3
are killing me . over hours to get no human to help me .,0,0,7,1
eliza amp i cheated on u with amp it was a lovely flight . but we ll be back ! lots !,0,3,12,3
"worst airline . you cancelled flight flight , don t let me know , i wait on hold mins , told to enter callback for middle of the night ? ! !",0,2,12,3
they will just say dumb things to beat around the bush ! if you re flight cancelled flightled be prepared for no compassion from them,0,3,12,3
"it s not a consolation because my bags are somewhere else , which is a real impediment to me going on a different vacation",0,3,8,3
is it right to provide faulty seats on flights plus damage a bag and not replace and shrug the damage off ? flights from . . .,0,3,8,3
all good ! next flight was a little delayed so it all worked,0,3,12,3
"i understand delays . we are all looking at a tv monitor at ur gate and it says current conditions are snow , hence delay .",1,3,8,3
"love your airline . . . hate your website . just tried to book tickets ( w miles , w out ) . absolute joke . needs a lot of work !",0,2,8,2
no i missed the funeral so i had to take a train back to newark,0,3,12,3
can t seem to dm you guys . . jdhadp,0,3,4,2
gate agent alavera is amazing,0,3,7,3
not sure why the people in row that paid for a premium seat can t use their overhead space . . . http t . co i s kihge,0,3,12,3
i waited on hold for too long . i shouldn t have to wait on hold forever when i never received a confirm . in the st place help,0,3,12,3
can t access your website from safari on iphone . seems to work on mac and ipad . need iphone to add passbook .,0,3,8,2
you asked me to dm then ignore them . please assist in changing to another flight today feb fra to mco avoiding iad .,0,2,12,3
sure . . . you ve been saying that for as long as i ve been tweeting about your obsolete fleet . promises are free .,0,2,8,2
"you guys cancelled flightled my flight for today and booked me for tomorrow , so unfortunately i have rebooked . thanks",0,2,6,1
maybe be hiring your own ground staff at lax when multiple gate agents tell you your baggage is loaded you expect it to be . hopeless,0,3,8,2
"really needs to get its act together . really disappointed in our change of flight , delayed flights , etc .",0,3,8,3
"i ve been on hold to rebook a cancelled flighted flight for over two hours . i know weather has a huge impact , but you should anticipate .",0,3,4,3
"continues to win i ve never missed a flight before , but a nice little quiet gate change made it possible . sheesh .",0,3,8,3
winter weather for denver extended for tomorrow by chance ? even to late flightr in the day would be super helpful .,1,3,4,3
can u better define the plus one smaller type item on carry on requirements ? . . small backpacks ?,1,3,4,3
"will do . i d think , though , that a literally identical itinerary to your sample itineraries would work maybe need to update ?",1,2,4,2
that would be appreciated . just please don t send me to the same page with long form amp limited characters . direct email ?,0,3,12,1
kids left a kindle fire hd onboard ua ( ord sfo ) today . row abc def ( we had the whole row amongst the of us ) . help . . .,1,3,12,1
"you are jumping the gun and cancelled flighting flights that could ve made it before the snow . now , more cancelled flightlations . it s ridiculous .",0,2,8,3
"as of now , will do my best to never fly w americanairlines ever again . y all have made this a day to remember .",0,1,6,1
looking back never heard from anyone i had to call and frankly got standard sop still think about it today,1,0,8,3
seems very likely .,0,3,8,3
jt is the ord to phl flight at pm ( cdt ) delayed ? dm i m kinda hoping not to be stranded at ord either .,1,3,8,3
this is me and my partners first trip to nyc i bought the tickets at the same time please seat us next to each other conf ilc hp,1,3,8,1
that was the worst customer service experience ever . too bad for you i m a lawyer . enjoy my wrath .,0,3,12,2
waited for min then got disconnect,0,0,12,3
your assistance has not been very helpful frustrating disappointing experience amp w small children very inconvenient,0,2,8,3
it s unacceptable the way your agents at the gate treat paying customers ! ! !,0,3,8,2
day of this saga maybe they ll finally make it home . intentional or not it not gonna get them back there vacation days badservice,0,3,8,3
the bag is in a state that i didn t travel to and the airports don t fly to each other . looks like it ll never show,0,3,8,3
cover a rental car or refund our ticket ? i ll gladly drive hrs home than be stuck here till tues !,0,3,8,1
"its cool that my bags take a bit longer , dont give me baggage blue balls turn the carousel on , tell me it s coming , then not .",0,1,8,1
you suck !,0,2,8,3
this is the second time my flights been cancelled flightled . . . like really ?,0,3,8,1
anything serious i should worry about ?,0,3,4,3
what s the issue with flight from jax being delayed tonight ?,0,3,12,3
will not let me reuse my ticket . thus i have booked my vacation with delta ! never flying on american again . . . . . .,0,1,6,1
on top of that i paid for st class and my wife got stuck in coach .,0,3,12,1
lauren holy sht,1,0,8,0
"flight missed due to mech issue . no food voucher , transported to different airport , no rental reimbursement",0,3,12,3
you can t beat jetblue in space s matter http t . co nrpwmgyv e,0,2,4,3
thanks ! i know the routes you currently have from newark . i was just wondering if there was any new ones on the horizon,1,3,8,2
i appreciate your apology . sincerely . thank you . that s really all i ever wanted to begin with .,0,3,8,2
trying to track down backs for two of my attendees help,1,1,8,1
aww thanks aa . . dfw was on gma up here this am . . so i understand . . btw a . a is my airline when im able to trv . . love you guys . ),0,3,8,1
"during the same round trip , my non english speaking friend was stranded twice for hours each time ! most staff members were rude .",0,3,12,3
thanks kp but luckily my transfer has maintenance issues and is still delayed so i didn t miss my transfer . . .,0,1,8,3
please tell clt flight needs a gate . waiting now for mins .,0,3,8,3
i already let them know and sent complaints . got a call back finally when i was asleep and there is no return call back,0,3,8,3
"destinationdragons scavenger hunt vegas , be ready ! ! ! http t . co vhgkitzsaw",1,3,8,3
disappointed in the service . will be missing my connection after over an hour delay cramped seats . at least their app is good,0,3,8,1
"thanks to you , you have now incurred us approximately dollars in fees due to a staff members screw up . neveragain",0,2,8,1
i was rebooked but had to take bus from portland maine to boston . told united does not cover the charge .,0,3,8,3
how ? it is not possible to call swa on the phone . you put me on hold for an hour and then cut me off .,0,3,8,3
this is so smart it makes me angry mt we ve partnered with to bring you free digital access onboard ! http t . co liwecasoe,0,3,8,3
"yo , i m trying to make a change to a reservation but whenever i select the flight it says , unable to price . please help !",0,3,8,3
no i have not .,0,3,8,3
i dunno my travel information . . like what ?,1,3,8,1
we followed the baggage rules on your website and was still charges . but only going one way,0,1,12,2
thanks for the info . . . figured that was the case . hopefully my new hashtag will change that ) abcletjetbluestreamfeed,0,3,12,1
why is flight delayed out to ny ? same problem ?,0,3,8,3
your ivr hung up on me because of high call volume ? i need help . call me,0,2,12,1
i needed refund on my cancelled flightled flights this morning and had been on hold for more than an hour x . what to do ?,0,3,12,1
is that a guarantee ? we ll see about that tomorrow morning when i have to fight for a seat .,1,3,8,3
